web-scraper-order,web-scraper-start-url,filme,filme-href,a_titulo,a_titulo_original,a_avaliacao,a_capa-src,a_txt_generos,a_ano,a_tipo
"1676315336-261","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","The War of the Worlds","https://www.imdb.com/title/tt8001226/?ref_=kw_li_tt","The War of the Worlds","The War of the Worlds","5,1","https://m.media-amazon.com/images/M/MV5BODU4ZWMwNWQtNGViNy00ZWU0LWJjMDQtNGQ4ZTcxN2ZjZDk5XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg","História","2019","Minissérie de televisão"
"1676315336-262","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","The War of the Worlds","https://www.imdb.com/title/tt8001226/?ref_=kw_li_tt","The War of the Worlds","The War of the Worlds","5,1","https://m.media-amazon.com/images/M/MV5BODU4ZWMwNWQtNGViNy00ZWU0LWJjMDQtNGQ4ZTcxN2ZjZDk5XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","2019","Minissérie de televisão"
"1676315342-263","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: O Último Cavaleiro","https://www.imdb.com/title/tt3371366/?ref_=kw_li_tt","Transformers: O Último Cavaleiro","Transformers: O Último Cavaleiro","5,2","https://m.media-amazon.com/images/M/MV5BN2I4ZWM3ZjYtMzk2Zi00NTU1LWE1MGUtZDdmMjE1Y2MyODgxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,7,190,281_.jpg","Ação","2017","20172017"
"1676315342-264","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: O Último Cavaleiro","https://www.imdb.com/title/tt3371366/?ref_=kw_li_tt","Transformers: O Último Cavaleiro","Transformers: O Último Cavaleiro","5,2","https://m.media-amazon.com/images/M/MV5BN2I4ZWM3ZjYtMzk2Zi00NTU1LWE1MGUtZDdmMjE1Y2MyODgxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,7,190,281_.jpg","Aventura","2017","20172017"
"1676315342-265","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: O Último Cavaleiro","https://www.imdb.com/title/tt3371366/?ref_=kw_li_tt","Transformers: O Último Cavaleiro","Transformers: O Último Cavaleiro","5,2","https://m.media-amazon.com/images/M/MV5BN2I4ZWM3ZjYtMzk2Zi00NTU1LWE1MGUtZDdmMjE1Y2MyODgxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,7,190,281_.jpg","Ficção científica","2017","20172017"
"1676315347-266","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Revolt","https://www.imdb.com/title/tt3722614/?ref_=kw_li_tt","Revolt","Revolt","5,3","https://m.media-amazon.com/images/M/MV5BMjAyNjA5MTU5N15BMl5BanBnXkFtZTgwMTQ2NjE2MzI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2017","20172017"
"1676315347-267","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Revolt","https://www.imdb.com/title/tt3722614/?ref_=kw_li_tt","Revolt","Revolt","5,3","https://m.media-amazon.com/images/M/MV5BMjAyNjA5MTU5N15BMl5BanBnXkFtZTgwMTQ2NjE2MzI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2017","20172017"
"1676315347-268","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Revolt","https://www.imdb.com/title/tt3722614/?ref_=kw_li_tt","Revolt","Revolt","5,3","https://m.media-amazon.com/images/M/MV5BMjAyNjA5MTU5N15BMl5BanBnXkFtZTgwMTQ2NjE2MzI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2017","20172017"
"1676315352-269","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Skyline: Além do Horizonte","https://www.imdb.com/title/tt1724970/?ref_=kw_li_tt","Skyline: Além do Horizonte","Skyline: Além do Horizonte","5,3","https://m.media-amazon.com/images/M/MV5BNTU3MjhlOTAtZjdmZS00NDk5LWFkOTMtZjgzMDZmM2Q2ZGVjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR9,0,190,281_.jpg","Ação","2017","20172017"
"1676315352-270","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Skyline: Além do Horizonte","https://www.imdb.com/title/tt1724970/?ref_=kw_li_tt","Skyline: Além do Horizonte","Skyline: Além do Horizonte","5,3","https://m.media-amazon.com/images/M/MV5BNTU3MjhlOTAtZjdmZS00NDk5LWFkOTMtZjgzMDZmM2Q2ZGVjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR9,0,190,281_.jpg","Aventura","2017","20172017"
"1676315352-271","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Skyline: Além do Horizonte","https://www.imdb.com/title/tt1724970/?ref_=kw_li_tt","Skyline: Além do Horizonte","Skyline: Além do Horizonte","5,3","https://m.media-amazon.com/images/M/MV5BNTU3MjhlOTAtZjdmZS00NDk5LWFkOTMtZjgzMDZmM2Q2ZGVjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR9,0,190,281_.jpg","Ficção científica","2017","20172017"
"1676315359-272","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Controle Remoto","https://www.imdb.com/title/tt0093843/?ref_=kw_li_tt","Controle Remoto","Controle Remoto","5,5","https://m.media-amazon.com/images/M/MV5BMDU1YzU0YWItMGUzMy00N2Y0LTkwOGEtNzBiYmIyMjIxNDhiXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comédia","1988","19881988"
"1676315359-273","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Controle Remoto","https://www.imdb.com/title/tt0093843/?ref_=kw_li_tt","Controle Remoto","Controle Remoto","5,5","https://m.media-amazon.com/images/M/MV5BMDU1YzU0YWItMGUzMy00N2Y0LTkwOGEtNzBiYmIyMjIxNDhiXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Romance","1988","19881988"
"1676315359-274","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Controle Remoto","https://www.imdb.com/title/tt0093843/?ref_=kw_li_tt","Controle Remoto","Controle Remoto","5,5","https://m.media-amazon.com/images/M/MV5BMDU1YzU0YWItMGUzMy00N2Y0LTkwOGEtNzBiYmIyMjIxNDhiXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","1988","19881988"
"1676315366-275","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","O Apanhador de Sonhos","https://www.imdb.com/title/tt0285531/?ref_=kw_li_tt","O Apanhador de Sonhos","O Apanhador de Sonhos","5,5","https://m.media-amazon.com/images/M/MV5BMTRkYzMwMDctNmU4Ni00NGMyLTliMDEtM2U2ZmY1ZjMyY2Y1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY281_CR4,0,190,281_.jpg","Drama","2003","20032003"
"1676315366-276","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","O Apanhador de Sonhos","https://www.imdb.com/title/tt0285531/?ref_=kw_li_tt","O Apanhador de Sonhos","O Apanhador de Sonhos","5,5","https://m.media-amazon.com/images/M/MV5BMTRkYzMwMDctNmU4Ni00NGMyLTliMDEtM2U2ZmY1ZjMyY2Y1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY281_CR4,0,190,281_.jpg","Terror","2003","20032003"
"1676315366-277","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","O Apanhador de Sonhos","https://www.imdb.com/title/tt0285531/?ref_=kw_li_tt","O Apanhador de Sonhos","O Apanhador de Sonhos","5,5","https://m.media-amazon.com/images/M/MV5BMTRkYzMwMDctNmU4Ni00NGMyLTliMDEtM2U2ZmY1ZjMyY2Y1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY281_CR4,0,190,281_.jpg","Ficção científica","2003","20032003"
"1676315372-278","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Lanterna Verde","https://www.imdb.com/title/tt1133985/?ref_=kw_li_tt","Lanterna Verde","Lanterna Verde","5,5","https://m.media-amazon.com/images/M/MV5BYWFkNTdkMzgtMmQ4My00ZjZmLWIwYzMtZDdmMGIyM2Q2ZDgxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Ação","2011","20112011"
"1676315372-279","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Lanterna Verde","https://www.imdb.com/title/tt1133985/?ref_=kw_li_tt","Lanterna Verde","Lanterna Verde","5,5","https://m.media-amazon.com/images/M/MV5BYWFkNTdkMzgtMmQ4My00ZjZmLWIwYzMtZDdmMGIyM2Q2ZDgxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Aventura","2011","20112011"
"1676315372-280","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Lanterna Verde","https://www.imdb.com/title/tt1133985/?ref_=kw_li_tt","Lanterna Verde","Lanterna Verde","5,5","https://m.media-amazon.com/images/M/MV5BYWFkNTdkMzgtMmQ4My00ZjZmLWIwYzMtZDdmMGIyM2Q2ZDgxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Ficção científica","2011","20112011"
"1676315377-281","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Estranhas Metamorfoses","https://www.imdb.com/title/tt0086610/?ref_=kw_li_tt","Estranhas Metamorfoses","Estranhas Metamorfoses","5,6","https://m.media-amazon.com/images/M/MV5BOGZhY2I4M2MtMDlkYS00ZDEyLWIyNjctM2VjMmNiN2ExZGFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,16,190,281_.jpg","Terror","1982","19821982"
"1676315377-282","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Estranhas Metamorfoses","https://www.imdb.com/title/tt0086610/?ref_=kw_li_tt","Estranhas Metamorfoses","Estranhas Metamorfoses","5,6","https://m.media-amazon.com/images/M/MV5BOGZhY2I4M2MtMDlkYS00ZDEyLWIyNjctM2VjMmNiN2ExZGFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,16,190,281_.jpg","Ficção científica","1982","19821982"
"1676315383-283","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Attraction","https://www.imdb.com/title/tt4731148/?ref_=kw_li_tt","Attraction","Attraction","5,6","https://m.media-amazon.com/images/M/MV5BODNkNTFlMWItZWNkYS00YTUwLWJkN2YtYWQxMGJlZDA0OGFlXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_QL75_UX190_CR0,2,190,281_.jpg","Drama","2017","20172017"
"1676315383-284","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Attraction","https://www.imdb.com/title/tt4731148/?ref_=kw_li_tt","Attraction","Attraction","5,6","https://m.media-amazon.com/images/M/MV5BODNkNTFlMWItZWNkYS00YTUwLWJkN2YtYWQxMGJlZDA0OGFlXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_QL75_UX190_CR0,2,190,281_.jpg","Romance","2017","20172017"
"1676315383-285","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Attraction","https://www.imdb.com/title/tt4731148/?ref_=kw_li_tt","Attraction","Attraction","5,6","https://m.media-amazon.com/images/M/MV5BODNkNTFlMWItZWNkYS00YTUwLWJkN2YtYWQxMGJlZDA0OGFlXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","2017","20172017"
"1676315389-286","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Quarteto Fantástico e o Surfista Prateado","https://www.imdb.com/title/tt0486576/?ref_=kw_li_tt","Quarteto Fantástico e o Surfista Prateado","Quarteto Fantástico e o Surfista Prateado","5,6","https://m.media-amazon.com/images/M/MV5BNjQzYjNiZjYtOGNjZC00NjcyLWEzZjgtODhmMGVjMGMyOGViXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Ação","2007","20072007"
"1676315389-287","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Quarteto Fantástico e o Surfista Prateado","https://www.imdb.com/title/tt0486576/?ref_=kw_li_tt","Quarteto Fantástico e o Surfista Prateado","Quarteto Fantástico e o Surfista Prateado","5,6","https://m.media-amazon.com/images/M/MV5BNjQzYjNiZjYtOGNjZC00NjcyLWEzZjgtODhmMGVjMGMyOGViXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Aventura","2007","20072007"
"1676315389-288","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Quarteto Fantástico e o Surfista Prateado","https://www.imdb.com/title/tt0486576/?ref_=kw_li_tt","Quarteto Fantástico e o Surfista Prateado","Quarteto Fantástico e o Surfista Prateado","5,6","https://m.media-amazon.com/images/M/MV5BNjQzYjNiZjYtOGNjZC00NjcyLWEzZjgtODhmMGVjMGMyOGViXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Fantasia","2007","20072007"
"1676315395-289","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","MIB: Homens de Preto - Internacional","https://www.imdb.com/title/tt2283336/?ref_=kw_li_tt","MIB: Homens de Preto - Internacional","MIB: Homens de Preto - Internacional","5,6","https://m.media-amazon.com/images/M/MV5BMDZmMGYyNDMtNTgzYS00MmU5LWI3ZjYtNDM4MGM3ZjkyMzVmXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY281_CR18,0,190,281_.jpg","Ação","2019","20192019"
"1676315395-290","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","MIB: Homens de Preto - Internacional","https://www.imdb.com/title/tt2283336/?ref_=kw_li_tt","MIB: Homens de Preto - Internacional","MIB: Homens de Preto - Internacional","5,6","https://m.media-amazon.com/images/M/MV5BMDZmMGYyNDMtNTgzYS00MmU5LWI3ZjYtNDM4MGM3ZjkyMzVmXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY281_CR18,0,190,281_.jpg","Aventura","2019","20192019"
"1676315395-291","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","MIB: Homens de Preto - Internacional","https://www.imdb.com/title/tt2283336/?ref_=kw_li_tt","MIB: Homens de Preto - Internacional","MIB: Homens de Preto - Internacional","5,6","https://m.media-amazon.com/images/M/MV5BMDZmMGYyNDMtNTgzYS00MmU5LWI3ZjYtNDM4MGM3ZjkyMzVmXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY281_CR18,0,190,281_.jpg","Comédia","2019","20192019"
"1676315400-292","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invasão do Mundo: Batalha de Los Angeles","https://www.imdb.com/title/tt1217613/?ref_=kw_li_tt","Invasão do Mundo: Batalha de Los Angeles","Invasão do Mundo: Batalha de Los Angeles","5,7","https://m.media-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR0,0,190,281_.jpg","Ação","2011","20112011"
"1676315400-293","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invasão do Mundo: Batalha de Los Angeles","https://www.imdb.com/title/tt1217613/?ref_=kw_li_tt","Invasão do Mundo: Batalha de Los Angeles","Invasão do Mundo: Batalha de Los Angeles","5,7","https://m.media-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR0,0,190,281_.jpg","Aventura","2011","20112011"
"1676315400-294","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invasão do Mundo: Batalha de Los Angeles","https://www.imdb.com/title/tt1217613/?ref_=kw_li_tt","Invasão do Mundo: Batalha de Los Angeles","Invasão do Mundo: Batalha de Los Angeles","5,7","https://m.media-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR0,0,190,281_.jpg","Ficção científica","2011","20112011"
"1676315405-295","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Salve-Se Quem Puder!","https://www.imdb.com/title/tt7873348/?ref_=kw_li_tt","Salve-Se Quem Puder!","Salve-Se Quem Puder!","5,8","https://m.media-amazon.com/images/M/MV5BNjZhYzkwMzQtOWMyZi00NTJmLWFjNGEtYzAzNzJhNDZhMmQ2XkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2020","20202020"
"1676315405-296","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Salve-Se Quem Puder!","https://www.imdb.com/title/tt7873348/?ref_=kw_li_tt","Salve-Se Quem Puder!","Salve-Se Quem Puder!","5,8","https://m.media-amazon.com/images/M/MV5BNjZhYzkwMzQtOWMyZi00NTJmLWFjNGEtYzAzNzJhNDZhMmQ2XkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comédia","2020","20202020"
"1676315405-297","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Salve-Se Quem Puder!","https://www.imdb.com/title/tt7873348/?ref_=kw_li_tt","Salve-Se Quem Puder!","Salve-Se Quem Puder!","5,8","https://m.media-amazon.com/images/M/MV5BNjZhYzkwMzQtOWMyZi00NTJmLWFjNGEtYzAzNzJhNDZhMmQ2XkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2020","20202020"
"1676315410-298","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Hospedeira","https://www.imdb.com/title/tt1517260/?ref_=kw_li_tt","A Hospedeira","A Hospedeira","5,8","https://m.media-amazon.com/images/M/MV5BYTRjNjQwZjctZDZiYS00MjFlLWE4ZjEtMWIxMTkxNzk1ODY1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Ação","2013","20132013"
"1676315410-299","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Hospedeira","https://www.imdb.com/title/tt1517260/?ref_=kw_li_tt","A Hospedeira","A Hospedeira","5,8","https://m.media-amazon.com/images/M/MV5BYTRjNjQwZjctZDZiYS00MjFlLWE4ZjEtMWIxMTkxNzk1ODY1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Aventura","2013","20132013"
"1676315410-300","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Hospedeira","https://www.imdb.com/title/tt1517260/?ref_=kw_li_tt","A Hospedeira","A Hospedeira","5,8","https://m.media-amazon.com/images/M/MV5BYTRjNjQwZjctZDZiYS00MjFlLWE4ZjEtMWIxMTkxNzk1ODY1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Drama","2013","20132013"
"1676315416-301","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Battleship: A Batalha dos Mares","https://www.imdb.com/title/tt1440129/?ref_=kw_li_tt","Battleship: A Batalha dos Mares","Battleship: A Batalha dos Mares","5,8","https://m.media-amazon.com/images/M/MV5BN2M3YzgwZWQtZDEwNS00MjcyLTg5N2EtMmY1ZWFkYWE0NzMxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2012","20122012"
"1676315416-302","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Battleship: A Batalha dos Mares","https://www.imdb.com/title/tt1440129/?ref_=kw_li_tt","Battleship: A Batalha dos Mares","Battleship: A Batalha dos Mares","5,8","https://m.media-amazon.com/images/M/MV5BN2M3YzgwZWQtZDEwNS00MjcyLTg5N2EtMmY1ZWFkYWE0NzMxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2012","20122012"
"1676315416-303","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Battleship: A Batalha dos Mares","https://www.imdb.com/title/tt1440129/?ref_=kw_li_tt","Battleship: A Batalha dos Mares","Battleship: A Batalha dos Mares","5,8","https://m.media-amazon.com/images/M/MV5BN2M3YzgwZWQtZDEwNS00MjcyLTg5N2EtMmY1ZWFkYWE0NzMxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2012","20122012"
"1676315421-304","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Star Wars: Droids","https://www.imdb.com/title/tt0088510/?ref_=kw_li_tt","Star Wars: Droids","Star Wars: Droids","5,9","https://m.media-amazon.com/images/M/MV5BNTVkMDQ3ZTAtYzI0NC00MTk0LWFiMzUtMmZhY2E1NjE1Mjk0XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Animação","1985–1986","Série de TV"
"1676315421-305","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Star Wars: Droids","https://www.imdb.com/title/tt0088510/?ref_=kw_li_tt","Star Wars: Droids","Star Wars: Droids","5,9","https://m.media-amazon.com/images/M/MV5BNTVkMDQ3ZTAtYzI0NC00MTk0LWFiMzUtMmZhY2E1NjE1Mjk0XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","1985–1986","Série de TV"
"1676315421-306","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Star Wars: Droids","https://www.imdb.com/title/tt0088510/?ref_=kw_li_tt","Star Wars: Droids","Star Wars: Droids","5,9","https://m.media-amazon.com/images/M/MV5BNTVkMDQ3ZTAtYzI0NC00MTk0LWFiMzUtMmZhY2E1NjE1Mjk0XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Aventura","1985–1986","Série de TV"
"1676315428-307","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: A Vingança dos Derrotados","https://www.imdb.com/title/tt1055369/?ref_=kw_li_tt","Transformers: A Vingança dos Derrotados","Transformers: A Vingança dos Derrotados","5,9","https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2009","20092009"
