web-scraper-order,web-scraper-start-url,filme,filme-href,a_titulo,a_titulo_original,a_avaliacao,a_capa-src,a_txt_generos,a_ano,a_tipo
"1676315523-357","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Super Ranger Kids","https://www.imdb.com/title/tt0381631/?ref_=kw_li_tt","Super Ranger Kids","Super Ranger Kids","6,3","https://m.media-amazon.com/images/M/MV5BNmZkODZmNzktODVjNS00OWU1LTgzOWMtOTg0MzkwYjNhNGFjXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR51,0,190,281_.jpg","Ação","1997","19971997"
"1676315523-358","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Super Ranger Kids","https://www.imdb.com/title/tt0381631/?ref_=kw_li_tt","Super Ranger Kids","Super Ranger Kids","6,3","https://m.media-amazon.com/images/M/MV5BNmZkODZmNzktODVjNS00OWU1LTgzOWMtOTg0MzkwYjNhNGFjXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR51,0,190,281_.jpg","Aventura","1997","19971997"
"1676315523-359","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Super Ranger Kids","https://www.imdb.com/title/tt0381631/?ref_=kw_li_tt","Super Ranger Kids","Super Ranger Kids","6,3","https://m.media-amazon.com/images/M/MV5BNmZkODZmNzktODVjNS00OWU1LTgzOWMtOTg0MzkwYjNhNGFjXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR51,0,190,281_.jpg","Comédia","1997","19971997"
"1676315528-360","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invasão de Discos Voadores","https://www.imdb.com/title/tt0049169/?ref_=kw_li_tt","Invasão de Discos Voadores","Invasão de Discos Voadores","6,3","https://m.media-amazon.com/images/M/MV5BMTUzOTQ2NzEyN15BMl5BanBnXkFtZTgwOTQyMjkyMjE@._V1_QL75_UX190_CR0,1,190,281_.jpg","Ação","1956","19561956"
"1676315528-361","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invasão de Discos Voadores","https://www.imdb.com/title/tt0049169/?ref_=kw_li_tt","Invasão de Discos Voadores","Invasão de Discos Voadores","6,3","https://m.media-amazon.com/images/M/MV5BMTUzOTQ2NzEyN15BMl5BanBnXkFtZTgwOTQyMjkyMjE@._V1_QL75_UX190_CR0,1,190,281_.jpg","Terror","1956","19561956"
"1676315528-362","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invasão de Discos Voadores","https://www.imdb.com/title/tt0049169/?ref_=kw_li_tt","Invasão de Discos Voadores","Invasão de Discos Voadores","6,3","https://m.media-amazon.com/images/M/MV5BMTUzOTQ2NzEyN15BMl5BanBnXkFtZTgwOTQyMjkyMjE@._V1_QL75_UX190_CR0,1,190,281_.jpg","Ficção científica","1956","19561956"
"1676315533-363","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","What If...?","https://www.imdb.com/title/tt10168312/?ref_=kw_li_tt","What If...?","What If...?","7,4","https://m.media-amazon.com/images/M/MV5BZDk5NTVjMjktY2I0NS00YTRmLThkZmUtZmQ4M2JkZWJmNjQ0XkEyXkFqcGdeQXVyMTI5ODk3NDU1._V1_QL75_UX190_CR0,0,190,281_.jpg","Animação","2021–","Série de TV"
"1676315533-364","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","What If...?","https://www.imdb.com/title/tt10168312/?ref_=kw_li_tt","What If...?","What If...?","7,4","https://m.media-amazon.com/images/M/MV5BZDk5NTVjMjktY2I0NS00YTRmLThkZmUtZmQ4M2JkZWJmNjQ0XkEyXkFqcGdeQXVyMTI5ODk3NDU1._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2021–","Série de TV"
"1676315533-365","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","What If...?","https://www.imdb.com/title/tt10168312/?ref_=kw_li_tt","What If...?","What If...?","7,4","https://m.media-amazon.com/images/M/MV5BZDk5NTVjMjktY2I0NS00YTRmLThkZmUtZmQ4M2JkZWJmNjQ0XkEyXkFqcGdeQXVyMTI5ODk3NDU1._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2021–","Série de TV"
"1676315538-366","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Marte Ataca!","https://www.imdb.com/title/tt0116996/?ref_=kw_li_tt","Marte Ataca!","Marte Ataca!","6,4","https://m.media-amazon.com/images/M/MV5BYmM2NGMxYzQtOTllZS00ZmE0LTk4MmUtMjUxMWQ2ZTM1MWU1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR7,0,190,281_.jpg","Comédia","1996","19961996"
"1676315538-367","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Marte Ataca!","https://www.imdb.com/title/tt0116996/?ref_=kw_li_tt","Marte Ataca!","Marte Ataca!","6,4","https://m.media-amazon.com/images/M/MV5BYmM2NGMxYzQtOTllZS00ZmE0LTk4MmUtMjUxMWQ2ZTM1MWU1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR7,0,190,281_.jpg","Ficção científica","1996","19961996"
"1676315541-368","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Le secret des sélénites","https://www.imdb.com/title/tt0184748/?ref_=kw_li_tt","Le secret des sélénites","Le secret des sélénites","6,5","https://m.media-amazon.com/images/M/MV5BYWUwOWI1NmQtOTM1OS00ODMxLTkyOTgtZmMxYmZjNGQ3N2EwXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR4,0,190,281_.jpg","Animação","1983","19831983"
"1676315541-369","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Le secret des sélénites","https://www.imdb.com/title/tt0184748/?ref_=kw_li_tt","Le secret des sélénites","Le secret des sélénites","6,5","https://m.media-amazon.com/images/M/MV5BYWUwOWI1NmQtOTM1OS00ODMxLTkyOTgtZmMxYmZjNGQ3N2EwXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR4,0,190,281_.jpg","Comédia","1983","19831983"
"1676315541-370","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Le secret des sélénites","https://www.imdb.com/title/tt0184748/?ref_=kw_li_tt","Le secret des sélénites","Le secret des sélénites","6,5","https://m.media-amazon.com/images/M/MV5BYWUwOWI1NmQtOTM1OS00ODMxLTkyOTgtZmMxYmZjNGQ3N2EwXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR4,0,190,281_.jpg","Família","1983","19831983"
"1676315548-371","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Animorphs: A invasão começou","https://www.imdb.com/title/tt0154147/?ref_=kw_li_tt","Animorphs: A invasão começou","Animorphs: A invasão começou","6,5","https://m.media-amazon.com/images/M/MV5BMTk4MDQxNzU4OV5BMl5BanBnXkFtZTcwMzY5NzMyMQ@@._V1_QL75_UX190_CR0,28,190,281_.jpg","Fantasia","1998–2000","Série de TV"
"1676315548-372","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Animorphs: A invasão começou","https://www.imdb.com/title/tt0154147/?ref_=kw_li_tt","Animorphs: A invasão começou","Animorphs: A invasão começou","6,5","https://m.media-amazon.com/images/M/MV5BMTk4MDQxNzU4OV5BMl5BanBnXkFtZTcwMzY5NzMyMQ@@._V1_QL75_UX190_CR0,28,190,281_.jpg","Ficção científica","1998–2000","Série de TV"
"1676315548-373","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Animorphs: A invasão começou","https://www.imdb.com/title/tt0154147/?ref_=kw_li_tt","Animorphs: A invasão começou","Animorphs: A invasão começou","6,5","https://m.media-amazon.com/images/M/MV5BMTk4MDQxNzU4OV5BMl5BanBnXkFtZTcwMzY5NzMyMQ@@._V1_QL75_UX190_CR0,28,190,281_.jpg","Suspense","1998–2000","Série de TV"
"1676315553-374","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Veio do Espaço","https://www.imdb.com/title/tt0045920/?ref_=kw_li_tt","Veio do Espaço","Veio do Espaço","6,5","https://m.media-amazon.com/images/M/MV5BOTUzNzM0MzQxMV5BMl5BanBnXkFtZTgwNTM5NDI1MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Terror","1953","19531953"
"1676315553-375","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Veio do Espaço","https://www.imdb.com/title/tt0045920/?ref_=kw_li_tt","Veio do Espaço","Veio do Espaço","6,5","https://m.media-amazon.com/images/M/MV5BOTUzNzM0MzQxMV5BMl5BanBnXkFtZTgwNTM5NDI1MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","1953","19531953"
"1676315558-376","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Power Rangers","https://www.imdb.com/title/tt0106064/?ref_=kw_li_tt","Power Rangers","Power Rangers","6,5","https://m.media-amazon.com/images/M/MV5BMWMxMTgyODAtNTMwNS00ZGVjLTlkODAtZWJlYjIxMGRmZWY0XkEyXkFqcGdeQXVyNTk5ODg4NDA@._V1_QL75_UY281_CR14,0,190,281_.jpg","Ação","1993–1996","Série de TV"
"1676315558-377","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Power Rangers","https://www.imdb.com/title/tt0106064/?ref_=kw_li_tt","Power Rangers","Power Rangers","6,5","https://m.media-amazon.com/images/M/MV5BMWMxMTgyODAtNTMwNS00ZGVjLTlkODAtZWJlYjIxMGRmZWY0XkEyXkFqcGdeQXVyNTk5ODg4NDA@._V1_QL75_UY281_CR14,0,190,281_.jpg","Aventura","1993–1996","Série de TV"
"1676315558-378","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Power Rangers","https://www.imdb.com/title/tt0106064/?ref_=kw_li_tt","Power Rangers","Power Rangers","6,5","https://m.media-amazon.com/images/M/MV5BMWMxMTgyODAtNTMwNS00ZGVjLTlkODAtZWJlYjIxMGRmZWY0XkEyXkFqcGdeQXVyNTk5ODg4NDA@._V1_QL75_UY281_CR14,0,190,281_.jpg","Família","1993–1996","Série de TV"
"1676315565-379","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Guerra do Amanhã","https://www.imdb.com/title/tt9777666/?ref_=kw_li_tt","A Guerra do Amanhã","A Guerra do Amanhã","6,5","https://m.media-amazon.com/images/M/MV5BMWMzNjA1M2MtZWFkZS00YWQ5LWI2MmQtN2I3NjYyMTU3NjYxXkEyXkFqcGdeQXVyNjIxMjYxNzQ@._V1_QL75_UY281_CR16,0,190,281_.jpg","Ação","2021","20212021"
"1676315565-380","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Guerra do Amanhã","https://www.imdb.com/title/tt9777666/?ref_=kw_li_tt","A Guerra do Amanhã","A Guerra do Amanhã","6,5","https://m.media-amazon.com/images/M/MV5BMWMzNjA1M2MtZWFkZS00YWQ5LWI2MmQtN2I3NjYyMTU3NjYxXkEyXkFqcGdeQXVyNjIxMjYxNzQ@._V1_QL75_UY281_CR16,0,190,281_.jpg","Aventura","2021","20212021"
"1676315565-381","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Guerra do Amanhã","https://www.imdb.com/title/tt9777666/?ref_=kw_li_tt","A Guerra do Amanhã","A Guerra do Amanhã","6,5","https://m.media-amazon.com/images/M/MV5BMWMzNjA1M2MtZWFkZS00YWQ5LWI2MmQtN2I3NjYyMTU3NjYxXkEyXkFqcGdeQXVyNjIxMjYxNzQ@._V1_QL75_UY281_CR16,0,190,281_.jpg","Drama","2021","20212021"
"1676315570-382","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Guerra dos Mundos","https://www.imdb.com/title/tt0407304/?ref_=kw_li_tt","Guerra dos Mundos","Guerra dos Mundos","6,5","https://m.media-amazon.com/images/M/MV5BOTE0MjQ0YjItN2UwNS00NmRhLWFkOGYtYmE0YjJiYTcxYWJjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR4,0,190,281_.jpg","Ação","2005","20052005"
"1676315570-383","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Guerra dos Mundos","https://www.imdb.com/title/tt0407304/?ref_=kw_li_tt","Guerra dos Mundos","Guerra dos Mundos","6,5","https://m.media-amazon.com/images/M/MV5BOTE0MjQ0YjItN2UwNS00NmRhLWFkOGYtYmE0YjJiYTcxYWJjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR4,0,190,281_.jpg","Aventura","2005","20052005"
"1676315570-384","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Guerra dos Mundos","https://www.imdb.com/title/tt0407304/?ref_=kw_li_tt","Guerra dos Mundos","Guerra dos Mundos","6,5","https://m.media-amazon.com/images/M/MV5BOTE0MjQ0YjItN2UwNS00NmRhLWFkOGYtYmE0YjJiYTcxYWJjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR4,0,190,281_.jpg","Ficção científica","2005","20052005"
"1676315575-385","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Cada Um na Sua Casa","https://www.imdb.com/title/tt2224026/?ref_=kw_li_tt","Cada Um na Sua Casa","Cada Um na Sua Casa","6,6","https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animação","2015","20152015"
"1676315575-386","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Cada Um na Sua Casa","https://www.imdb.com/title/tt2224026/?ref_=kw_li_tt","Cada Um na Sua Casa","Cada Um na Sua Casa","6,6","https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2015","20152015"
"1676315575-387","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Cada Um na Sua Casa","https://www.imdb.com/title/tt2224026/?ref_=kw_li_tt","Cada Um na Sua Casa","Cada Um na Sua Casa","6,6","https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comédia","2015","20152015"
"1676315581-388","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Ender's Game: O Jogo do Exterminador","https://www.imdb.com/title/tt1731141/?ref_=kw_li_tt","Ender's Game: O Jogo do Exterminador","Ender's Game: O Jogo do Exterminador","6,6","https://m.media-amazon.com/images/M/MV5BZjg3Yzk2NDMtM2VlZC00NjI0LWI3MjktZGEwYjdmNjI2ZDUxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2013","20132013"
"1676315581-389","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Ender's Game: O Jogo do Exterminador","https://www.imdb.com/title/tt1731141/?ref_=kw_li_tt","Ender's Game: O Jogo do Exterminador","Ender's Game: O Jogo do Exterminador","6,6","https://m.media-amazon.com/images/M/MV5BZjg3Yzk2NDMtM2VlZC00NjI0LWI3MjktZGEwYjdmNjI2ZDUxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2013","20132013"
"1676315581-390","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Ender's Game: O Jogo do Exterminador","https://www.imdb.com/title/tt1731141/?ref_=kw_li_tt","Ender's Game: O Jogo do Exterminador","Ender's Game: O Jogo do Exterminador","6,6","https://m.media-amazon.com/images/M/MV5BZjg3Yzk2NDMtM2VlZC00NjI0LWI3MjktZGEwYjdmNjI2ZDUxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2013","20132013"
"1676315588-391","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Martian","https://www.imdb.com/title/tt1997445/?ref_=kw_li_tt","Martian","Martian","6,7","https://m.media-amazon.com/images/M/MV5BMTgwMzQzMDEyMl5BMl5BanBnXkFtZTgwMTA3NjY5MDE@._V1_QL75_UY281_CR4,0,190,281_.jpg","Animação","2010","Vídeo"
"1676315588-392","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Martian","https://www.imdb.com/title/tt1997445/?ref_=kw_li_tt","Martian","Martian","6,7","https://m.media-amazon.com/images/M/MV5BMTgwMzQzMDEyMl5BMl5BanBnXkFtZTgwMTA3NjY5MDE@._V1_QL75_UY281_CR4,0,190,281_.jpg","Curta-Metragem","2010","Vídeo"
"1676315593-393","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Bumblebee","https://www.imdb.com/title/tt4701182/?ref_=kw_li_tt","Bumblebee","Bumblebee","6,7","https://m.media-amazon.com/images/M/MV5BODE4NjdkNGYtYmNiMC00MTk4LTkyNDktYWI4MTZhMGEzZjIxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Ação","2018","20182018"
"1676315593-394","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Bumblebee","https://www.imdb.com/title/tt4701182/?ref_=kw_li_tt","Bumblebee","Bumblebee","6,7","https://m.media-amazon.com/images/M/MV5BODE4NjdkNGYtYmNiMC00MTk4LTkyNDktYWI4MTZhMGEzZjIxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Aventura","2018","20182018"
"1676315593-395","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Bumblebee","https://www.imdb.com/title/tt4701182/?ref_=kw_li_tt","Bumblebee","Bumblebee","6,7","https://m.media-amazon.com/images/M/MV5BODE4NjdkNGYtYmNiMC00MTk4LTkyNDktYWI4MTZhMGEzZjIxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg","Ficção científica","2018","20182018"
"1676315597-396","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Fim da Infância","https://www.imdb.com/title/tt4146128/?ref_=kw_li_tt","O Fim da Infância","O Fim da Infância","6,8","https://m.media-amazon.com/images/M/MV5BMTUxMjAyNTYyNV5BMl5BanBnXkFtZTgwMDAxMzk0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Drama","2015","Minissérie de televisão"
"1676315597-397","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Fim da Infância","https://www.imdb.com/title/tt4146128/?ref_=kw_li_tt","O Fim da Infância","O Fim da Infância","6,8","https://m.media-amazon.com/images/M/MV5BMTUxMjAyNTYyNV5BMl5BanBnXkFtZTgwMDAxMzk0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2015","Minissérie de televisão"
"1676315597-398","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Fim da Infância","https://www.imdb.com/title/tt4146128/?ref_=kw_li_tt","O Fim da Infância","O Fim da Infância","6,8","https://m.media-amazon.com/images/M/MV5BMTUxMjAyNTYyNV5BMl5BanBnXkFtZTgwMDAxMzk0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Suspense","2015","Minissérie de televisão"
"1676315602-399","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Superman II: A Aventura Continua","https://www.imdb.com/title/tt0081573/?ref_=kw_li_tt","Superman II: A Aventura Continua","Superman II: A Aventura Continua","6,8","https://m.media-amazon.com/images/M/MV5BODk2NjgzNTEtYzZhZC00ZTBkLTllMGQtMmMxMzU1NDRkM2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg","Ação","1980","19801980"
"1676315602-400","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Superman II: A Aventura Continua","https://www.imdb.com/title/tt0081573/?ref_=kw_li_tt","Superman II: A Aventura Continua","Superman II: A Aventura Continua","6,8","https://m.media-amazon.com/images/M/MV5BODk2NjgzNTEtYzZhZC00ZTBkLTllMGQtMmMxMzU1NDRkM2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg","Aventura","1980","19801980"
"1676315602-401","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Superman II: A Aventura Continua","https://www.imdb.com/title/tt0081573/?ref_=kw_li_tt","Superman II: A Aventura Continua","Superman II: A Aventura Continua","6,8","https://m.media-amazon.com/images/M/MV5BODk2NjgzNTEtYzZhZC00ZTBkLTllMGQtMmMxMzU1NDRkM2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg","Ficção científica","1980","19801980"
"1676315606-402","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","V: Visitantes","https://www.imdb.com/title/tt1307824/?ref_=kw_li_tt","V: Visitantes","V: Visitantes","6,8","https://m.media-amazon.com/images/M/MV5BMTYxNTQ5NTg2Ml5BMl5BanBnXkFtZTcwODUyNTY5Mg@@._V1_QL75_UY281_CR9,0,190,281_.jpg","Drama","2009–2011","Série de TV"
"1676315606-403","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","V: Visitantes","https://www.imdb.com/title/tt1307824/?ref_=kw_li_tt","V: Visitantes","V: Visitantes","6,8","https://m.media-amazon.com/images/M/MV5BMTYxNTQ5NTg2Ml5BMl5BanBnXkFtZTcwODUyNTY5Mg@@._V1_QL75_UY281_CR9,0,190,281_.jpg","Ficção científica","2009–2011","Série de TV"
"1676315606-404","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","V: Visitantes","https://www.imdb.com/title/tt1307824/?ref_=kw_li_tt","V: Visitantes","V: Visitantes","6,8","https://m.media-amazon.com/images/M/MV5BMTYxNTQ5NTg2Ml5BMl5BanBnXkFtZTcwODUyNTY5Mg@@._V1_QL75_UY281_CR9,0,190,281_.jpg","Suspense","2009–2011","Série de TV"
"1676315611-405","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","MIB: Homens de Preto III","https://www.imdb.com/title/tt1409024/?ref_=kw_li_tt","MIB: Homens de Preto III","MIB: Homens de Preto III","6,8","https://m.media-amazon.com/images/M/MV5BYmVmZGY1ZWQtMDY4OS00YWEzLWIxOGYtYWU4NGNmOTMxMzQ1XkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","2012","20122012"
"1676315611-406","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","MIB: Homens de Preto III","https://www.imdb.com/title/tt1409024/?ref_=kw_li_tt","MIB: Homens de Preto III","MIB: Homens de Preto III","6,8","https://m.media-amazon.com/images/M/MV5BYmVmZGY1ZWQtMDY4OS00YWEzLWIxOGYtYWU4NGNmOTMxMzQ1XkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_QL75_UX190_CR0,2,190,281_.jpg","Aventura","2012","20122012"
